timestamp,cycle,coherence,total_nodes,total_furcations
2026-04-05T04:34:52.549239,12400,0.9926,1536,1478
2026-04-05T04:34:58.580217,12500,0.9923,1548,1489
2026-04-05T04:35:04.549222,12600,0.9911,1560,1507
2026-04-05T04:35:10.439212,12700,0.9910,1570,1520
2026-04-05T04:35:16.256241,12800,0.9897,1583,1540
2026-04-05T04:35:21.874241,12900,0.9912,1598,1547
2026-04-05T04:35:27.443214,13000,0.9924,1610,1553
2026-04-05T04:35:33.101243,13100,0.9930,1622,1565
2026-04-05T04:35:38.688217,13200,0.9935,1632,1572
2026-04-05T04:35:44.446244,13300,0.9945,1646,1581
2026-04-05T04:35:50.066245,13400,0.9950,1656,1587
2026-04-05T04:35:55.876217,13500,0.9964,1672,1594
2026-04-05T04:36:01.616220,13600,0.9952,1681,1609
2026-04-05T04:36:07.277246,13700,0.9948,1694,1628
2026-04-05T04:36:13.086223,13800,0.9944,1707,1641
2026-04-05T04:36:18.894247,13900,0.9946,1717,1650
2026-04-05T04:36:24.509219,14000,0.9955,1726,1654
2026-04-05T04:36:30.214249,14100,0.9975,1742,1662
2026-04-05T04:36:35.984223,14200,0.9967,1756,1681
2026-04-05T04:36:41.657230,14300,0.9966,1768,1693
2026-04-05T04:36:47.198236,14400,0.9977,1778,1698
2026-04-05T04:36:52.926251,14500,0.9972,1789,1711
2026-04-05T04:36:58.663223,14600,0.9969,1801,1729
2026-04-05T04:37:04.249233,14700,0.9980,1816,1732
2026-04-05T04:37:09.974252,14800,0.9970,1826,1750
2026-04-05T04:37:15.713253,14900,0.9977,1840,1764
2026-04-05T04:37:21.280253,15000,0.9980,1849,1769
2026-04-05T04:37:27.257254,15100,0.9956,1858,1791
2026-04-05T04:37:33.095235,15200,0.9934,1868,1815
2026-04-05T04:37:39.163231,15300,0.9926,1882,1831
2026-04-05T04:37:44.828227,15400,0.9917,1891,1845
2026-04-05T04:37:50.391257,15500,0.9928,1904,1853
2026-04-05T04:37:56.066257,15600,0.9917,1912,1865
2026-04-05T04:38:01.719233,15700,0.9907,1919,1876
2026-04-05T04:38:07.659258,15800,0.9903,1932,1888
2026-04-05T04:38:13.649233,15900,0.9891,1944,1906
2026-04-05T04:38:19.297237,16000,0.9906,1959,1912
2026-04-05T04:38:24.961235,16100,0.9909,1971,1923
2026-04-05T04:38:31.065235,16200,0.9918,1992,1943
2026-04-05T04:38:36.863235,16300,0.9902,2002,1959
2026-04-05T04:38:42.556233,16400,0.9891,2010,1975
2026-04-05T04:38:48.526234,16500,0.9868,2021,1996
2026-04-05T04:38:54.204263,16600,0.9875,2032,2002
2026-04-05T04:39:00.001235,16700,0.9859,2042,2020
2026-04-05T04:39:05.602264,16800,0.9853,2051,2034
2026-04-05T04:39:11.222265,16900,0.9858,2064,2048
2026-04-05T04:39:16.988265,17000,0.9862,2075,2060
2026-04-05T04:39:22.800266,17100,0.9860,2092,2080
2026-04-05T04:39:28.685244,17200,0.9861,2106,2094
2026-04-05T04:39:34.893266,17300,0.9833,2119,2123
2026-04-05T04:39:40.493268,17400,0.9826,2126,2136
2026-04-05T04:39:46.063268,17500,0.9813,2136,2153
2026-04-05T04:39:51.488244,17600,0.9812,2146,2163
2026-04-05T04:39:57.272249,17700,0.9804,2157,2176
2026-04-05T04:40:02.927245,17800,0.9802,2165,2190
2026-04-05T04:40:08.913271,17900,0.9813,2178,2197
2026-04-05T04:40:14.487251,18000,0.9800,2181,2217
2026-04-05T04:40:20.124272,18100,0.9813,2195,2227
2026-04-05T04:40:25.841272,18200,0.9802,2205,2250
2026-04-05T04:40:31.395273,18300,0.9812,2217,2255
2026-04-05T04:40:37.372273,18400,0.9806,2229,2268
2026-04-05T04:40:42.898246,18500,0.9817,2242,2273
2026-04-05T04:40:48.439255,18600,0.9831,2255,2280
2026-04-05T04:40:54.263247,18700,0.9827,2268,2298
2026-04-05T04:41:00.064249,18800,0.9811,2275,2311
2026-04-05T04:41:06.208249,18900,0.9816,2290,2325
2026-04-05T04:41:11.846248,19000,0.9805,2301,2339
2026-04-05T04:41:17.691251,19100,0.9800,2312,2353
2026-04-05T04:41:23.416278,19200,0.9804,2324,2363
2026-04-05T04:41:29.102278,19300,0.9802,2333,2380
2026-04-05T04:41:34.719280,19400,0.9804,2343,2389
2026-04-05T04:41:40.286279,19500,0.9811,2357,2400
2026-04-05T04:41:46.139280,19600,0.9805,2369,2417
2026-04-05T04:41:51.989281,19700,0.9819,2388,2433
2026-04-05T04:41:57.703281,19800,0.9831,2400,2440
2026-04-05T04:42:03.653258,19900,0.9837,2412,2451
2026-04-05T04:42:09.555259,20000,0.9831,2424,2466
2026-04-05T04:42:15.673264,20100,0.9818,2434,2484
2026-04-05T04:42:21.431283,20200,0.9826,2450,2494
2026-04-05T04:42:27.363268,20300,0.9828,2460,2504
2026-04-05T04:42:33.239259,20400,0.9841,2477,2514
2026-04-05T04:42:38.768285,20500,0.9846,2490,2531
2026-04-05T04:42:44.157286,20600,0.9848,2497,2538
2026-04-05T04:42:49.945286,20700,0.9840,2508,2555
2026-04-05T04:42:55.454267,20800,0.9849,2517,2561
2026-04-05T04:43:01.211262,20900,0.9844,2525,2572
2026-04-05T04:43:07.425265,21000,0.9844,2540,2584
2026-04-05T04:43:13.353289,21100,0.9833,2551,2600
2026-04-05T04:43:19.139264,21200,0.9836,2563,2608
2026-04-05T04:43:24.296290,21300,0.9832,2576,2626
2026-04-05T04:43:29.453263,21400,0.9823,2588,2646
2026-04-05T04:43:34.587291,21500,0.9819,2598,2658
2026-04-05T04:43:39.705291,21600,0.9827,2608,2665
2026-04-05T04:43:44.837291,21700,0.9813,2619,2679
2026-04-05T04:43:49.977292,21800,0.9819,2634,2692
2026-04-05T04:43:55.281293,21900,0.9813,2646,2710
2026-04-05T04:44:00.418294,22000,0.9810,2658,2727
2026-04-05T04:44:05.591295,22100,0.9809,2671,2741
2026-04-05T04:44:10.702295,22200,0.9800,2679,2755
2026-04-05T04:44:15.846295,22300,0.9819,2696,2762
2026-04-05T04:44:20.970277,22400,0.9820,2707,2774
2026-04-05T04:44:26.136277,22500,0.9819,2723,2791
2026-04-05T04:44:31.315297,22600,0.9826,2734,2799
2026-04-05T04:44:36.544297,22700,0.9841,2746,2803
2026-04-05T04:44:41.697298,22800,0.9832,2758,2820
2026-04-05T04:44:46.913298,22900,0.9841,2767,2825
2026-04-05T04:44:53.068276,23000,0.9832,2782,2844
2026-04-05T04:44:58.384300,23100,0.9830,2796,2863
2026-04-05T04:45:03.514300,23200,0.9808,2803,2881
2026-04-05T04:45:08.662300,23300,0.9804,2819,2898
2026-04-05T04:45:13.982276,23400,0.9815,2832,2903
2026-04-05T04:45:19.269302,23500,0.9832,2848,2910
2026-04-05T04:45:24.494302,23600,0.9831,2858,2919
2026-04-05T04:45:29.840302,23700,0.9844,2875,2932
2026-04-05T04:45:34.953278,23800,0.9855,2888,2939
2026-04-05T04:45:40.063280,23900,0.9862,2899,2945
2026-04-05T04:45:45.216279,24000,0.9853,2908,2958
2026-04-05T04:45:50.399304,24100,0.9857,2919,2966
2026-04-05T04:45:55.569305,24200,0.9846,2927,2981
2026-04-05T04:46:00.678306,24300,0.9844,2935,2991
2026-04-05T04:46:05.867278,24400,0.9847,2947,3004
2026-04-05T04:46:11.043283,24500,0.9861,2960,3010
2026-04-05T04:46:16.170307,24600,0.9888,2981,3022
2026-04-05T04:46:21.315308,24700,0.9885,2990,3032
2026-04-05T04:46:26.450308,24800,0.9892,3004,3041
2026-04-05T04:46:31.674309,24900,0.9904,3016,3049
2026-04-05T04:46:37.197309,25000,0.9905,3033,3064
2026-04-05T04:46:42.646291,25100,0.9905,3045,3075
2026-04-05T04:46:47.870293,25200,0.9929,3066,3082
2026-04-05T04:46:52.990311,25300,0.9917,3075,3099
2026-04-05T04:46:58.123292,25400,0.9907,3085,3114
2026-04-05T04:47:03.312312,25500,0.9917,3102,3126
2026-04-05T04:47:08.447312,25600,0.9920,3114,3138
2026-04-05T04:47:13.585313,25700,0.9919,3127,3151
2026-04-05T04:47:18.725314,25800,0.9929,3141,3158
2026-04-05T04:47:23.860314,25900,0.9954,3161,3166
2026-04-05T04:47:29.004314,26000,0.9951,3173,3180
2026-04-05T04:47:34.124315,26100,0.9957,3188,3192
2026-04-05T04:47:39.360316,26200,0.9969,3206,3205
2026-04-05T04:47:44.561291,26300,0.9957,3218,3223
2026-04-05T04:47:49.708297,26400,0.9952,3229,3237
2026-04-05T04:47:54.825317,26500,0.9960,3245,3251
2026-04-05T04:47:59.973317,26600,0.9966,3254,3258
2026-04-05T04:48:05.137293,26700,0.9955,3262,3274
2026-04-05T04:48:10.347292,26800,0.9953,3276,3291
2026-04-05T04:48:16.058319,26900,0.9962,3288,3299
2026-04-05T04:48:21.339294,27000,0.9966,3305,3315
2026-04-05T04:48:26.727320,27100,0.9972,3320,3328
2026-04-05T04:48:31.839302,27200,0.9980,3337,3338
2026-04-05T04:48:37.029322,27300,0.9974,3352,3350
2026-04-05T04:48:42.382304,27400,0.9976,3362,3359
2026-04-05T04:48:47.762295,27500,0.9976,3374,3367
2026-04-05T04:48:53.059297,27600,0.9966,3384,3379
2026-04-05T04:48:58.274299,27700,0.9973,3398,3390
2026-04-05T04:49:03.403296,27800,0.9961,3407,3409
2026-04-05T04:49:08.534305,27900,0.9963,3417,3417
2026-04-05T04:49:13.692298,28000,0.9977,3430,3423
2026-04-05T04:49:18.805298,28100,0.9977,3438,3430
2026-04-05T04:49:23.922307,28200,0.9977,3454,3439
2026-04-05T04:49:29.258307,28300,0.9980,3464,3442
2026-04-05T04:49:34.795301,28400,0.9977,3476,3448
2026-04-05T04:49:40.210301,28500,0.9979,3487,3456
2026-04-05T04:49:45.780306,28600,0.9980,3502,3459
2026-04-05T04:49:51.249310,28700,0.9980,3511,3466
2026-04-05T04:49:56.837309,28800,0.9977,3526,3477
2026-04-05T04:50:02.552310,28900,0.9980,3543,3489
2026-04-05T04:50:08.042311,29000,0.9976,3549,3496
2026-04-05T04:50:13.597312,29100,0.9976,3564,3506
2026-04-05T04:50:19.146312,29200,0.9965,3572,3517
2026-04-05T04:50:24.754306,29300,0.9965,3584,3529
2026-04-05T04:50:30.606332,29400,0.9980,3601,3536
2026-04-05T04:50:35.948304,29500,0.9977,3613,3543
2026-04-05T04:50:41.220311,29600,0.9976,3625,3554
2026-04-05T04:50:46.538308,29700,0.9958,3636,3573
2026-04-05T04:50:51.719316,29800,0.9959,3650,3590
2026-04-05T04:50:56.831335,29900,0.9957,3658,3600
2026-04-05T04:51:01.945316,30000,0.9960,3670,3611
2026-04-05T04:51:07.085317,30100,0.9943,3678,3631
2026-04-05T04:51:12.237337,30200,0.9961,3693,3636
2026-04-05T04:51:17.362337,30300,0.9970,3708,3648
2026-04-05T04:51:22.528338,30400,0.9963,3718,3664
2026-04-05T04:51:27.666338,30500,0.9962,3731,3677
2026-04-05T04:51:32.819315,30600,0.9955,3744,3691
2026-04-05T04:51:37.971339,30700,0.9957,3754,3698
2026-04-05T04:51:43.092315,30800,0.9957,3766,3711
2026-04-05T04:51:48.288340,30900,0.9933,3772,3731
2026-04-05T04:51:53.482341,31000,0.9950,3785,3735
2026-04-05T04:51:58.598341,31100,0.9956,3797,3745
2026-04-05T04:52:03.753342,31200,0.9932,3806,3764
2026-04-05T04:52:08.978323,31300,0.9940,3819,3773
2026-04-05T04:52:14.250323,31400,0.9952,3828,3778
2026-04-05T04:52:19.414344,31500,0.9942,3841,3796
2026-04-05T04:52:24.525319,31600,0.9934,3849,3805
2026-04-05T04:52:29.652344,31700,0.9928,3858,3819
2026-04-05T04:52:34.763345,31800,0.9925,3870,3832
2026-04-05T04:52:39.886345,31900,0.9924,3886,3852
2026-04-05T04:52:45.047346,32000,0.9912,3898,3869
2026-04-05T04:52:50.196346,32100,0.9913,3909,3880
2026-04-05T04:52:55.313347,32200,0.9922,3927,3891
2026-04-05T04:53:00.431347,32300,0.9933,3940,3899
2026-04-05T04:53:05.614348,32400,0.9946,3954,3910
2026-04-05T04:53:10.732348,32500,0.9950,3968,3919
2026-04-05T04:53:15.874349,32600,0.9955,3984,3930
2026-04-05T04:53:21.119324,32700,0.9971,4001,3939
2026-04-05T04:53:26.230350,32800,0.9972,4015,3949
2026-04-05T04:53:31.362352,32900,0.9966,4024,3961
2026-04-05T04:53:36.484351,33000,0.9972,4036,3971
2026-04-05T04:53:41.659352,33100,0.9964,4047,3986
2026-04-05T04:53:46.763352,33200,0.9969,4063,4000
2026-04-05T04:53:51.869353,33300,0.9938,4070,4026
2026-04-05T04:53:57.024333,33400,0.9943,4086,4037
2026-04-05T04:54:02.154354,33500,0.9948,4096,4042
2026-04-05T04:54:07.264354,33600,0.9939,4108,4059
2026-04-05T04:54:12.388329,33700,0.9931,4116,4075
2026-04-05T04:54:17.535355,33800,0.9928,4125,4084
2026-04-05T04:54:22.703356,33900,0.9924,4138,4102
2026-04-05T04:54:27.886356,34000,0.9940,4158,4112
2026-04-05T04:54:33.030356,34100,0.9924,4168,4129
2026-04-05T04:54:38.186357,34200,0.9914,4178,4142
2026-04-05T04:54:43.319358,34300,0.9917,4190,4151
2026-04-05T04:54:48.509335,34400,0.9917,4202,4164
2026-04-05T04:54:53.769333,34500,0.9926,4214,4170
2026-04-05T04:54:58.881359,34600,0.9920,4226,4184
2026-04-05T04:55:04.053334,34700,0.9933,4237,4188
2026-04-05T04:55:09.207360,34800,0.9959,4259,4198
2026-04-05T04:55:14.413361,34900,0.9946,4269,4215
2026-04-05T04:55:19.557336,35000,0.9945,4279,4226
2026-04-05T04:55:24.736343,35100,0.9942,4291,4239
2026-04-05T04:55:29.877363,35200,0.9934,4302,4252
2026-04-05T04:55:35.028363,35300,0.9929,4313,4267
2026-04-05T04:55:40.179363,35400,0.9950,4331,4275
2026-04-05T04:55:45.438364,35500,0.9937,4341,4290
2026-04-05T04:55:50.638364,35600,0.9937,4350,4299
2026-04-05T04:55:55.799365,35700,0.9960,4369,4304
2026-04-05T04:56:00.925366,35800,0.9962,4379,4316
2026-04-05T04:56:06.040367,35900,0.9956,4388,4325
2026-04-05T04:56:11.175366,36000,0.9946,4404,4350
2026-04-05T04:56:16.611367,36100,0.9965,4421,4356
2026-04-05T04:56:22.320344,36200,0.9955,4434,4372
2026-04-05T04:56:28.145339,36300,0.9937,4449,4395
2026-04-05T04:56:33.611344,36400,0.9961,4464,4397
2026-04-05T04:56:39.238370,36500,0.9961,4473,4403
2026-04-05T04:56:44.785369,36600,0.9942,4480,4417
2026-04-05T04:56:50.240346,36700,0.9933,4492,4434
2026-04-05T04:56:55.926349,36800,0.9908,4502,4455
2026-04-05T04:57:01.462349,36900,0.9900,4513,4468
2026-04-05T04:57:07.234343,37000,0.9896,4532,4486
2026-04-05T04:57:12.898353,37100,0.9897,4546,4495
2026-04-05T04:57:18.364374,37200,0.9898,4554,4504
2026-04-05T04:57:23.919374,37300,0.9902,4565,4514
2026-04-05T04:57:29.793353,37400,0.9904,4578,4528
2026-04-05T04:57:35.264348,37500,0.9901,4587,4539
2026-04-05T04:57:40.837352,37600,0.9890,4598,4555
2026-04-05T04:57:46.413376,37700,0.9889,4608,4565
2026-04-05T04:57:51.949377,37800,0.9890,4619,4574
2026-04-05T04:57:57.676349,37900,0.9877,4626,4587
2026-04-05T04:58:03.427378,38000,0.9880,4641,4601
2026-04-05T04:58:09.029378,38100,0.9890,4658,4613
2026-04-05T04:58:14.767354,38200,0.9915,4678,4620
2026-04-05T04:58:20.208380,38300,0.9911,4685,4629
2026-04-05T04:58:26.138380,38400,0.9919,4707,4650
2026-04-05T04:58:31.686381,38500,0.9903,4717,4670
2026-04-05T04:58:37.413358,38600,0.9915,4735,4685
2026-04-05T04:58:43.135360,38700,0.9911,4745,4699
2026-04-05T04:58:48.948360,38800,0.9917,4757,4709
2026-04-05T04:58:54.642362,38900,0.9905,4766,4728
2026-04-05T04:59:00.081358,39000,0.9902,4775,4737
2026-04-05T04:59:05.577359,39100,0.9901,4788,4749
2026-04-05T04:59:10.920359,39200,0.9893,4796,4762
2026-04-05T04:59:16.676363,39300,0.9872,4808,4785
2026-04-05T04:59:22.412386,39400,0.9878,4820,4796
2026-04-05T04:59:28.070365,39500,0.9881,4832,4806
2026-04-05T04:59:33.743387,39600,0.9885,4849,4821
2026-04-05T04:59:39.441388,39700,0.9895,4863,4830
2026-04-05T04:59:44.905360,39800,0.9890,4874,4844
2026-04-05T04:59:50.514364,39900,0.9867,4885,4873
2026-04-05T04:59:56.059389,40000,0.9871,4896,4881
2026-04-05T05:00:01.600390,40100,0.9874,4905,4889
2026-04-05T05:00:07.307368,40200,0.9883,4920,4899
2026-04-05T05:00:12.760391,40300,0.9879,4930,4912
2026-04-05T05:00:18.432368,40400,0.9892,4947,4924
2026-04-05T05:00:24.153363,40500,0.9890,4961,4939
2026-04-05T05:00:29.695369,40600,0.9894,4972,4947
2026-04-05T05:00:35.525393,40700,0.9896,4988,4961
2026-04-05T05:00:41.018394,40800,0.9894,4996,4971
2026-04-05T05:00:46.721365,40900,0.9900,5011,4981
2026-04-05T05:00:52.285372,41000,0.9905,5024,4990
2026-04-05T05:00:57.961377,41100,0.9884,5036,5009
2026-04-05T05:01:03.571396,41200,0.9882,5047,5022
2026-04-05T05:01:09.255396,41300,0.9895,5064,5034
2026-04-05T05:01:14.821374,41400,0.9883,5073,5049
2026-04-05T05:01:20.598371,41500,0.9886,5091,5069
2026-04-05T05:01:26.281398,41600,0.9886,5106,5082
2026-04-05T05:01:31.553371,41700,0.9888,5110,5085
2026-04-05T05:01:37.375370,41800,0.9874,5121,5107
2026-04-05T05:01:43.132378,41900,0.9907,5142,5110
2026-04-05T05:01:48.817400,42000,0.9922,5157,5119
2026-04-05T05:01:54.600401,42100,0.9918,5170,5131
2026-04-05T05:02:00.325374,42200,0.9933,5185,5139
2026-04-05T05:02:05.977402,42300,0.9952,5199,5142
2026-04-05T05:02:11.574403,42400,0.9963,5212,5150
2026-04-05T05:02:17.227379,42500,0.9966,5224,5162
2026-04-05T05:02:22.716404,42600,0.9960,5230,5169
2026-04-05T05:02:28.240379,42700,0.9961,5241,5178
2026-04-05T05:02:33.782405,42800,0.9963,5254,5187
2026-04-05T05:02:39.777386,42900,0.9974,5271,5195
2026-04-05T05:02:45.287380,43000,0.9977,5283,5206
2026-04-05T05:02:50.935407,43100,0.9975,5296,5214
2026-04-05T05:02:56.554378,43200,0.9974,5309,5229
2026-04-05T05:03:02.057407,43300,0.9970,5316,5242
2026-04-05T05:03:07.797380,43400,0.9973,5331,5254
2026-04-05T05:03:13.348409,43500,0.9967,5343,5269
2026-04-05T05:03:19.592382,43600,0.9965,5360,5289
2026-04-05T05:03:25.362410,43700,0.9953,5372,5309
2026-04-05T05:03:31.092390,43800,0.9953,5390,5330
2026-04-05T05:03:37.041385,43900,0.9949,5406,5347
2026-04-05T05:03:42.503412,44000,0.9941,5414,5361
2026-04-05T05:03:48.207394,44100,0.9946,5427,5371
2026-04-05T05:03:53.726395,44200,0.9950,5438,5379
2026-04-05T05:03:59.539388,44300,0.9953,5453,5390
2026-04-05T05:04:05.200389,44400,0.9963,5467,5402
2026-04-05T05:04:10.817395,44500,0.9968,5483,5413
2026-04-05T05:04:16.495415,44600,0.9977,5495,5426
2026-04-05T05:04:22.078416,44700,0.9976,5506,5433
2026-04-05T05:04:27.705392,44800,0.9979,5517,5440
2026-04-05T05:04:33.415417,44900,0.9965,5528,5451
2026-04-05T05:04:39.138392,45000,0.9969,5542,5459
2026-04-05T05:04:44.865392,45100,0.9967,5553,5469
2026-04-05T05:04:50.419390,45200,0.9971,5564,5478
2026-04-05T05:04:56.226395,45300,0.9972,5578,5491
2026-04-05T05:05:01.932397,45400,0.9973,5594,5503
2026-04-05T05:05:07.632397,45500,0.9976,5610,5511
2026-04-05T05:05:13.250421,45600,0.9980,5625,5523
2026-04-05T05:05:18.745396,45700,0.9964,5634,5535
2026-04-05T05:05:24.341422,45800,0.9955,5643,5546
2026-04-05T05:05:29.990398,45900,0.9934,5652,5570
2026-04-05T05:05:35.544401,46000,0.9939,5662,5578
2026-04-05T05:05:41.117402,46100,0.9933,5674,5593
2026-04-05T05:05:46.758424,46200,0.9936,5683,5603
2026-04-05T05:05:52.174424,46300,0.9959,5702,5611
2026-04-05T05:05:57.381425,46400,0.9953,5714,5625
2026-04-05T05:06:02.556401,46500,0.9932,5717,5639
2026-04-05T05:06:07.723402,46600,0.9954,5731,5643
2026-04-05T05:06:12.922400,46700,0.9979,5748,5647
2026-04-05T05:06:18.180427,46800,0.9969,5755,5662
2026-04-05T05:06:23.442428,46900,0.9970,5766,5671
2026-04-05T05:06:28.753428,47000,0.9962,5777,5687
