timestamp,cycle,furcations_count,scales_involved,complexities_involved,total_furcations,coherence
2026-04-05T04:15:12.376017,1745,1,10.0,2,189,0.9976
2026-04-05T04:15:13.029396,1755,1,1.0,3,190,0.9975
2026-04-05T04:15:13.298393,1759,3,30.0;0.3;30.0,1;4;4,193,0.9972
2026-04-05T04:15:13.458375,1762,2,0.3;1.0,2;2,195,0.9969
2026-04-05T04:15:13.509367,1763,1,0.1,4,196,0.9966
2026-04-05T04:15:14.841150,1788,1,0.1,1,197,0.9967
2026-04-05T04:15:15.661126,1803,2,10.0;10.0,2;3,199,0.9966
2026-04-05T04:15:15.948964,1808,1,10.0,3,200,0.9963
2026-04-05T04:15:17.282027,1832,1,10.0,3,201,0.9966
2026-04-05T04:15:17.594024,1835,3,100.0;10.0;0.3,1;2;1,204,0.9963
2026-04-05T04:15:18.074955,1840,1,3.0,2,205,0.9962
2026-04-05T04:15:21.188689,1896,1,10.0,4,206,0.9973
2026-04-05T04:15:22.310387,1915,2,100.0;0.1,1;1,208,0.9977
2026-04-05T04:15:25.010973,1961,2,1.0;0.1,4;3,210,0.9977
2026-04-05T04:15:25.232955,1964,1,100.0,3,211,0.9974
2026-04-05T04:15:25.971282,1978,3,0.1;3.0;100.0,2;2;3,214,0.9971
2026-04-05T04:15:26.247282,1983,2,0.1;3.0,2;2,216,0.9968
2026-04-05T04:15:26.455282,1987,1,10.0,2,217,0.9965
2026-04-05T04:15:28.892282,2029,2,3.0;30.0,4;1,219,0.9977
2026-04-05T04:15:29.851741,2047,2,100.0;3.0,4;2,221,0.9977
2026-04-05T04:15:30.293770,2055,1,1.0,4,222,0.9976
2026-04-05T04:15:30.360741,2056,2,1.0;0.3,1;3,224,0.9973
2026-04-05T04:15:30.587745,2060,1,30.0,1,225,0.9970
2026-04-05T04:15:31.067595,2069,2,10.0;100.0,2;3,227,0.9969
2026-04-05T04:15:32.016459,2087,2,10.0;100.0,1;1,229,0.9974
2026-04-05T04:15:34.094460,2125,1,3.0,2,230,0.9977
2026-04-05T04:15:34.732045,2135,1,100.0,3,231,0.9977
2026-04-05T04:15:37.980181,2196,2,30.0;1.0,4;1,233,0.9977
2026-04-05T04:15:38.490152,2205,1,0.3,1,234,0.9976
2026-04-05T04:15:38.688471,2208,1,3.0,2,235,0.9973
2026-04-05T04:15:39.285081,2219,1,10.0,2,236,0.9972
2026-04-05T04:15:39.466061,2221,1,30.0,1,237,0.9971
2026-04-05T04:15:39.913480,2229,2,1.0;30.0,4;2,239,0.9970
2026-04-05T04:15:40.605506,2241,2,1.0;30.0,3;2,241,0.9971
2026-04-05T04:15:41.517390,2257,1,1.0,2,242,0.9970
2026-04-05T04:15:43.400682,2292,1,100.0,1,243,0.9973
2026-04-05T04:15:43.944059,2302,2,0.1;30.0,2;1,245,0.9972
2026-04-05T04:15:44.257059,2308,1,30.0,2,246,0.9969
2026-04-05T04:15:44.769340,2318,1,100.0,1,247,0.9966
2026-04-05T04:15:46.887923,2358,2,0.1;3.0,1;4,249,0.9967
2026-04-05T04:15:47.185923,2363,2,1.0;0.3,2;3,251,0.9966
2026-04-05T04:15:48.292663,2382,1,100.0,4,252,0.9969
2026-04-05T04:15:50.003666,2412,1,3.0,2,253,0.9974
2026-04-05T04:15:50.468648,2420,3,30.0;1.0;10.0,3;2;3,256,0.9973
2026-04-05T04:15:50.633640,2423,1,0.3,1,257,0.9972
2026-04-05T04:15:50.691364,2424,3,0.1;0.3;0.1,2;3;2,260,0.9969
2026-04-05T04:15:52.342592,2455,2,3.0;3.0,2;4,262,0.9974
2026-04-05T04:15:52.978253,2466,2,0.3;0.3,3;1,264,0.9977
2026-04-05T04:15:53.961356,2481,2,30.0;10.0,2;2,266,0.9977
2026-04-05T04:15:54.275375,2487,2,3.0;0.1,2;2,268,0.9974
2026-04-05T04:15:54.600375,2493,1,10.0,2,269,0.9971
2026-04-05T04:15:55.387859,2507,2,3.0;0.1,2;2,271,0.9974
2026-04-05T04:15:55.493831,2509,1,3.0,2,272,0.9971
2026-04-05T04:15:55.824722,2514,1,0.1,3,273,0.9972
2026-04-05T04:15:57.765255,2549,1,1.0,1,274,0.9977
2026-04-05T04:15:58.228235,2557,1,0.3,1,275,0.9977
2026-04-05T04:15:59.648806,2583,1,30.0,3,276,0.9977
2026-04-05T04:16:00.097127,2591,2,1.0;3.0,1;1,278,0.9974
2026-04-05T04:16:01.310365,2613,1,10.0,2,279,0.9975
2026-04-05T04:16:01.758936,2621,1,1.0,1,280,0.9974
2026-04-05T04:16:01.826947,2622,1,10.0,3,281,0.9971
2026-04-05T04:16:03.656268,2652,2,3.0;1.0,2;2,283,0.9977
2026-04-05T04:16:05.418473,2685,2,30.0;30.0,1;3,285,0.9977
2026-04-05T04:16:07.028454,2714,2,3.0;0.1,3;4,287,0.9977
2026-04-05T04:16:08.124884,2735,1,1.0,3,288,0.9974
2026-04-05T04:16:09.328914,2757,2,100.0;0.3,2;2,290,0.9977
2026-04-05T04:16:10.422694,2776,1,0.3,1,291,0.9977
2026-04-05T04:16:11.075542,2787,1,0.1,1,292,0.9977
2026-04-05T04:16:12.493858,2813,1,10.0,4,293,0.9977
2026-04-05T04:16:13.414143,2830,1,1.0,1,294,0.9976
2026-04-05T04:16:13.678793,2834,3,3.0;0.1;100.0,2;3;2,297,0.9973
2026-04-05T04:16:14.175415,2843,1,0.3,2,298,0.9974
2026-04-05T04:16:14.961628,2857,1,0.1,2,299,0.9977
2026-04-05T04:16:15.374642,2864,1,1.0,2,300,0.9976
2026-04-05T04:16:16.583470,2887,3,30.0;1.0;10.0,4;2;3,303,0.9977
2026-04-05T04:16:17.160679,2896,1,1.0,3,304,0.9977
2026-04-05T04:16:17.240678,2897,3,10.0;3.0;100.0,3;2;2,307,0.9974
2026-04-05T04:16:17.566681,2903,1,0.1,2,308,0.9971
2026-04-05T04:16:18.245551,2915,2,100.0;3.0,2;1,310,0.9970
2026-04-05T04:16:20.196968,2951,1,0.3,1,311,0.9971
2026-04-05T04:16:20.693596,2960,1,100.0,1,312,0.9970
2026-04-05T04:16:21.079026,2967,2,0.1;100.0,4;4,314,0.9969
2026-04-05T04:16:21.141023,2968,1,1.0,1,315,0.9966
2026-04-05T04:16:21.214022,2969,1,0.1,2,316,0.9963
2026-04-05T04:16:22.664919,2996,2,10.0;100.0,3;2,318,0.9964
2026-04-05T04:16:23.389996,3008,1,100.0,1,319,0.9965
2026-04-05T04:16:23.453968,3009,1,10.0,3,320,0.9962
2026-04-05T04:16:24.036879,3019,2,0.1;3.0,2;4,322,0.9961
2026-04-05T04:16:24.542908,3028,1,10.0,1,323,0.9960
2026-04-05T04:16:25.137843,3039,2,30.0;0.1,1;1,325,0.9957
2026-04-05T04:16:25.769503,3051,1,0.1,3,326,0.9954
2026-04-05T04:16:26.092104,3057,1,10.0,1,327,0.9955
2026-04-05T04:16:26.624122,3067,1,100.0,1,328,0.9952
2026-04-05T04:16:26.987133,3073,1,0.3,2,329,0.9949
2026-04-05T04:16:27.369133,3080,1,3.0,4,330,0.9948
2026-04-05T04:16:27.524133,3083,2,100.0;1.0,3;2,332,0.9945
2026-04-05T04:16:27.676782,3086,2,0.1;10.0,2;1,334,0.9942
2026-04-05T04:16:28.439860,3100,2,0.1;10.0,2;1,336,0.9943
2026-04-05T04:16:28.508860,3101,2,0.3;10.0,2;2,338,0.9940
2026-04-05T04:16:29.053258,3110,1,10.0,1,339,0.9941
2026-04-05T04:16:29.325258,3115,3,30.0;1.0;1.0,1;2;2,342,0.9938
2026-04-05T04:16:29.707911,3121,2,10.0;10.0,1;3,344,0.9937
2026-04-05T04:16:30.095153,3128,1,100.0,1,345,0.9934
2026-04-05T04:16:30.658153,3138,1,30.0,2,346,0.9935
2026-04-05T04:16:31.455766,3151,1,10.0,2,347,0.9940
2026-04-05T04:16:31.520755,3152,1,0.1,3,348,0.9937
2026-04-05T04:16:32.032765,3160,1,10.0,1,349,0.9938
2026-04-05T04:16:32.423765,3167,3,0.1;30.0;3.0,2;1;4,352,0.9935
2026-04-05T04:16:32.753192,3172,1,100.0,2,353,0.9934
2026-04-05T04:16:32.862591,3174,1,30.0,2,354,0.9931
2026-04-05T04:16:33.049617,3177,1,100.0,1,355,0.9928
2026-04-05T04:16:34.982281,3212,1,0.3,2,356,0.9931
2026-04-05T04:16:35.052274,3213,2,10.0;100.0,2;2,358,0.9928
2026-04-05T04:16:35.846276,3226,1,1.0,3,359,0.9925
2026-04-05T04:16:36.704937,3241,2,100.0;3.0,4;1,361,0.9930
2026-04-05T04:16:36.923803,3244,1,0.1,3,362,0.9929
2026-04-05T04:16:38.133871,3266,1,100.0,3,363,0.9930
2026-04-05T04:16:38.993344,3282,1,1.0,1,364,0.9929
2026-04-05T04:16:40.078957,3303,2,0.1;100.0,1;1,366,0.9928
2026-04-05T04:16:40.936313,3319,1,3.0,1,367,0.9927
2026-04-05T04:16:41.195314,3324,2,0.3;1.0,3;1,369,0.9924
2026-04-05T04:16:41.934591,3338,1,100.0,2,370,0.9923
2026-04-05T04:16:42.641569,3350,2,30.0;1.0,2;4,372,0.9928
2026-04-05T04:16:42.925212,3355,1,30.0,3,373,0.9927
2026-04-05T04:16:43.096186,3358,2,10.0;0.3,2;1,375,0.9924
2026-04-05T04:16:43.262213,3361,1,1.0,3,376,0.9921
2026-04-05T04:16:44.621408,3385,2,10.0;0.1,3;4,378,0.9926
2026-04-05T04:16:45.074003,3393,2,10.0;0.1,2;3,380,0.9925
2026-04-05T04:16:45.636003,3404,1,0.1,4,381,0.9922
2026-04-05T04:16:46.640132,3421,3,0.1;0.1;0.1,4;2;1,384,0.9925
2026-04-05T04:16:47.943511,3446,1,100.0,2,385,0.9924
2026-04-05T04:16:48.382538,3454,1,30.0,1,386,0.9921
2026-04-05T04:16:48.633514,3458,3,0.1;100.0;0.3,1;2;1,389,0.9920
2026-04-05T04:16:49.105463,3467,1,100.0,1,390,0.9919
2026-04-05T04:16:49.413444,3472,1,100.0,1,391,0.9920
2026-04-05T04:16:50.358335,3489,3,3.0;30.0;10.0,1;4;1,394,0.9923
2026-04-05T04:16:50.671306,3494,1,100.0,3,395,0.9922
2026-04-05T04:16:51.363676,3504,2,10.0;30.0,1;1,397,0.9927
2026-04-05T04:16:51.922963,3514,1,100.0,3,398,0.9926
2026-04-05T04:16:54.104225,3553,1,3.0,2,399,0.9935
2026-04-05T04:16:54.894472,3567,1,1.0,3,400,0.9936
2026-04-05T04:16:55.691172,3581,2,3.0;1.0,3;1,402,0.9937
2026-04-05T04:16:56.572423,3597,1,30.0,3,403,0.9938
2026-04-05T04:16:56.835838,3602,2,100.0;0.3,1;1,405,0.9935
2026-04-05T04:16:57.715521,3618,1,0.3,1,406,0.9940
2026-04-05T04:16:58.086666,3625,2,10.0;3.0,3;2,408,0.9937
2026-04-05T04:16:58.198638,3627,1,100.0,2,409,0.9934
2026-04-05T04:16:59.356507,3649,1,1.0,2,410,0.9931
2026-04-05T04:16:59.521527,3652,1,100.0,1,411,0.9928
2026-04-05T04:16:59.784748,3657,1,1.0,3,412,0.9925
2026-04-05T04:17:00.558776,3671,1,1.0,1,413,0.9924
2026-04-05T04:17:00.770993,3675,2,100.0;30.0,1;1,415,0.9921
2026-04-05T04:17:00.952973,3678,3,0.1;30.0;1.0,2;1;2,418,0.9918
2026-04-05T04:17:01.105973,3681,2,0.3;0.3,1;2,420,0.9915
2026-04-05T04:17:01.334967,3685,1,10.0,2,421,0.9912
2026-04-05T04:17:01.973543,3696,1,1.0,3,422,0.9913
2026-04-05T04:17:02.084516,3698,2,10.0;0.1,2;4,424,0.9910
2026-04-05T04:17:03.109815,3716,3,0.1;100.0;3.0,1;3;1,427,0.9911
2026-04-05T04:17:05.568487,3758,1,0.3,3,428,0.9922
2026-04-05T04:17:05.637485,3759,1,0.3,1,429,0.9919
2026-04-05T04:17:05.915759,3764,1,1.0,4,430,0.9916
2026-04-05T04:17:06.663439,3777,2,1.0;1.0,1;1,432,0.9917
2026-04-05T04:17:07.472924,3791,3,30.0;30.0;0.1,3;2;3,435,0.9922
2026-04-05T04:17:07.744553,3795,2,100.0;30.0,2;1,437,0.9919
2026-04-05T04:17:08.082022,3801,1,0.3,1,438,0.9920
2026-04-05T04:17:08.755612,3813,1,100.0,3,439,0.9919
2026-04-05T04:17:09.114215,3820,1,0.3,3,440,0.9918
2026-04-05T04:17:09.388213,3824,1,0.1,3,441,0.9915
2026-04-05T04:17:09.963389,3835,3,3.0;1.0;1.0,3;2;2,444,0.9912
2026-04-05T04:17:10.795588,3850,1,0.3,2,445,0.9911
2026-04-05T04:17:11.688276,3866,2,100.0;3.0,3;3,447,0.9912
2026-04-05T04:17:11.974345,3871,1,0.1,2,448,0.9909
2026-04-05T04:17:12.366365,3878,2,100.0;30.0,1;3,450,0.9908
2026-04-05T04:17:14.055424,3908,1,30.0,2,451,0.9913
2026-04-05T04:17:14.135424,3909,2,30.0;3.0,2;2,453,0.9910
2026-04-05T04:17:14.479454,3915,2,1.0;0.1,1;1,455,0.9907
2026-04-05T04:17:16.362300,3947,1,0.1,2,456,0.9912
2026-04-05T04:17:16.887756,3955,1,100.0,2,457,0.9913
2026-04-05T04:17:17.438750,3965,1,100.0,4,458,0.9912
2026-04-05T04:17:17.649750,3968,1,0.3,1,459,0.9911
2026-04-05T04:17:17.806260,3971,1,3.0,2,460,0.9908
2026-04-05T04:17:20.556168,4022,2,1.0;0.3,4;1,462,0.9915
2026-04-05T04:17:20.680796,4024,2,1.0;1.0,4;3,464,0.9912
2026-04-05T04:17:22.109032,4047,1,0.1,1,465,0.9915
2026-04-05T04:17:24.543354,4092,1,0.1,3,466,0.9922
2026-04-05T04:17:25.228954,4105,2,3.0;10.0,4;3,468,0.9921
2026-04-05T04:17:26.067629,4121,1,3.0,2,469,0.9920
2026-04-05T04:17:26.133604,4122,1,30.0,4,470,0.9917
2026-04-05T04:17:26.849838,4135,2,3.0;0.3,4;3,472,0.9920
2026-04-05T04:17:27.363865,4144,1,3.0,4,473,0.9919
2026-04-05T04:17:28.525142,4165,2,1.0;10.0,1;2,475,0.9918
2026-04-05T04:17:29.141924,4175,1,10.0,1,476,0.9919
2026-04-05T04:17:29.319929,4178,2,10.0;10.0,2;2,478,0.9916
2026-04-05T04:17:31.154980,4212,1,100.0,1,479,0.9917
2026-04-05T04:17:32.769557,4242,1,1.0,2,480,0.9920
2026-04-05T04:17:33.061531,4245,1,0.1,3,481,0.9917
2026-04-05T04:17:33.495531,4252,1,0.1,3,482,0.9914
2026-04-05T04:17:33.554532,4253,1,100.0,4,483,0.9911
2026-04-05T04:17:33.626534,4254,1,0.3,2,484,0.9908
2026-04-05T04:17:34.041446,4261,1,100.0,3,485,0.9907
2026-04-05T04:17:34.269470,4265,1,30.0,2,486,0.9904
2026-04-05T04:17:35.092105,4280,3,1.0;30.0;10.0,1;1;3,489,0.9903
2026-04-05T04:17:35.155104,4281,1,0.3,2,490,0.9900
2026-04-05T04:17:35.235111,4282,2,30.0;0.3,3;2,492,0.9897
2026-04-05T04:17:36.681754,4309,1,1.0,1,493,0.9902
2026-04-05T04:17:37.502638,4321,2,1.0;0.1,2;3,495,0.9905
2026-04-05T04:17:38.833044,4345,1,0.3,1,496,0.9908
2026-04-05T04:17:38.982022,4347,1,1.0,4,497,0.9905
2026-04-05T04:17:40.257293,4370,1,30.0,4,498,0.9908
2026-04-05T04:17:40.655296,4377,1,1.0,2,499,0.9907
2026-04-05T04:17:41.465928,4389,2,30.0;3.0,2;4,501,0.9912
2026-04-05T04:17:41.851249,4394,1,0.1,4,502,0.9915
2026-04-05T04:17:42.779331,4411,3,100.0;10.0;100.0,2;4;1,505,0.9914
2026-04-05T04:17:43.715947,4427,1,0.3,2,506,0.9915
2026-04-05T04:17:44.891374,4448,1,0.1,3,507,0.9918
2026-04-05T04:17:46.728026,4480,1,100.0,2,508,0.9925
2026-04-05T04:17:46.810619,4481,2,0.3;10.0,2;1,510,0.9922
2026-04-05T04:17:47.608671,4494,2,100.0;10.0,2;2,512,0.9925
2026-04-05T04:17:47.716076,4496,2,30.0;1.0,3;1,514,0.9922
2026-04-05T04:17:48.051658,4502,1,100.0,1,515,0.9919
2026-04-05T04:17:48.563659,4511,1,100.0,3,516,0.9916
2026-04-05T04:17:48.641633,4512,1,10.0,2,517,0.9913
2026-04-05T04:17:48.941874,4517,1,0.1,1,518,0.9912
2026-04-05T04:17:51.306615,4561,1,0.3,1,519,0.9917
2026-04-05T04:17:51.806016,4569,3,10.0;1.0;0.3,1;2;2,522,0.9916
2026-04-05T04:17:52.715663,4585,1,1.0,1,523,0.9917
2026-04-05T04:17:53.573584,4600,2,30.0;30.0,3;2,525,0.9920
2026-04-05T04:17:54.880634,4625,1,0.1,3,526,0.9921
2026-04-05T04:17:55.222659,4631,1,3.0,1,527,0.9918
2026-04-05T04:17:55.532636,4636,1,0.3,1,528,0.9919
2026-04-05T04:17:57.950122,4682,1,1.0,1,529,0.9922
2026-04-05T04:17:58.236126,4687,1,100.0,3,530,0.9921
2026-04-05T04:17:59.599465,4712,1,10.0,2,531,0.9926
2026-04-05T04:17:59.923825,4718,1,30.0,1,532,0.9925
2026-04-05T04:17:59.992826,4719,2,0.1;100.0,1;2,534,0.9922
2026-04-05T04:18:00.373853,4726,3,30.0;30.0;100.0,3;3;2,537,0.9919
2026-04-05T04:18:01.459150,4745,2,3.0;0.1,2;3,539,0.9924
2026-04-05T04:18:01.636179,4748,1,100.0,1,540,0.9921
2026-04-05T04:18:01.891900,4753,1,1.0,2,541,0.9918
2026-04-05T04:18:02.105874,4756,1,10.0,3,542,0.9917
2026-04-05T04:18:02.434873,4762,1,0.1,2,543,0.9916
2026-04-05T04:18:02.751540,4767,1,1.0,1,544,0.9917
2026-04-05T04:18:02.839105,4768,1,3.0,4,545,0.9914
2026-04-05T04:18:05.195316,4808,1,1.0,2,546,0.9935
2026-04-05T04:18:05.463308,4812,1,30.0,1,547,0.9934
2026-04-05T04:18:05.935645,4821,1,10.0,2,548,0.9931
2026-04-05T04:18:06.824200,4838,1,0.1,2,549,0.9928
