timestamp,cycle,scale,modes_count,nodes_created,furcations_count,phase,frequency
2026-04-05T04:35:54.017220,13470,0.1,18002,239,222,2.138,10.000
2026-04-05T04:35:54.017220,13470,0.3,16690,224,218,4.548,10.000
2026-04-05T04:35:54.017220,13470,3.0,22284,263,242,6.216,3.333
2026-04-05T04:35:54.017220,13470,10.0,86010,217,227,6.168,1.000
2026-04-05T04:35:54.017220,13470,30.0,20088,242,222,2.868,0.333
2026-04-05T04:35:54.017220,13470,100.0,16622,256,216,2.512,0.100
2026-04-05T04:36:24.037224,13992,1.0,102703,232,248,3.346,10.000
2026-04-05T04:36:24.037224,13992,0.1,18002,248,233,5.527,10.000
2026-04-05T04:36:24.037224,13992,0.3,16690,235,228,1.654,10.000
2026-04-05T04:36:24.037224,13992,3.0,22284,272,251,5.251,3.333
2026-04-05T04:36:24.037224,13992,10.0,86010,222,237,0.852,1.000
2026-04-05T04:36:24.037224,13992,30.0,20088,255,232,5.285,0.333
2026-04-05T04:36:24.037224,13992,100.0,16622,262,224,5.122,0.100
2026-04-05T04:36:54.063251,14521,1.0,102703,241,257,3.953,10.000
2026-04-05T04:36:54.063251,14521,0.1,18002,260,244,6.133,10.000
2026-04-05T04:36:54.063251,14521,0.3,16690,244,238,2.260,10.000
2026-04-05T04:36:54.063251,14521,3.0,22284,281,259,5.453,3.333
2026-04-05T04:36:54.063251,14521,10.0,86010,232,247,2.169,1.000
2026-04-05T04:36:54.063251,14521,30.0,20088,264,238,1.535,0.333
2026-04-05T04:36:54.063251,14521,100.0,16622,268,231,1.484,0.100
2026-04-05T04:37:24.093254,15047,1.0,102703,252,276,3.059,10.000
2026-04-05T04:37:24.093254,15047,0.1,18002,267,256,5.239,10.000
2026-04-05T04:37:24.093254,15047,0.3,16690,249,247,1.367,10.000
2026-04-05T04:37:24.093254,15047,3.0,22284,288,266,5.155,3.333
2026-04-05T04:37:24.093254,15047,10.0,86010,245,253,3.336,1.000
2026-04-05T04:37:24.093254,15047,30.0,20088,277,249,4.019,0.333
2026-04-05T04:37:24.093254,15047,100.0,16622,276,236,4.114,0.100
2026-04-05T04:37:54.101238,15564,1.0,102703,261,286,3.948,10.000
2026-04-05T04:37:54.101238,15564,0.1,18002,275,267,6.129,10.000
2026-04-05T04:37:54.101238,15564,0.3,16690,257,256,2.256,10.000
2026-04-05T04:37:54.101238,15564,3.0,22284,294,277,3.357,3.333
2026-04-05T04:37:54.101238,15564,10.0,86010,253,263,4.053,1.000
2026-04-05T04:37:54.101238,15564,30.0,20088,284,262,0.069,0.333
2026-04-05T04:37:54.101238,15564,100.0,16622,284,252,0.416,0.100
2026-04-05T04:38:24.118260,16085,1.0,102703,279,295,0.555,10.000
2026-04-05T04:38:24.118260,16085,0.1,18002,282,278,2.735,10.000
2026-04-05T04:38:24.118260,16085,0.3,16690,268,262,5.145,10.000
2026-04-05T04:38:24.118260,16085,3.0,22284,298,288,2.226,3.333
2026-04-05T04:38:24.118260,16085,10.0,86010,258,274,4.971,1.000
2026-04-05T04:38:24.118260,16085,30.0,20088,290,265,2.469,0.333
2026-04-05T04:38:24.118260,16085,100.0,16622,292,261,3.021,0.100
2026-04-05T04:38:54.153263,16599,1.0,102703,288,309,6.227,10.000
2026-04-05T04:38:54.153263,16599,0.1,18002,291,291,2.124,10.000
2026-04-05T04:38:54.153263,16599,0.3,16690,281,272,4.535,10.000
2026-04-05T04:38:54.153263,16599,3.0,22284,302,298,6.211,3.333
2026-04-05T04:38:54.153263,16599,10.0,86010,266,283,5.538,1.000
2026-04-05T04:38:54.153263,16599,30.0,20088,298,276,4.753,0.333
2026-04-05T04:38:54.153263,16599,100.0,16622,306,273,5.591,0.100
2026-04-05T04:39:24.205237,17124,1.0,102703,298,323,4.833,10.000
2026-04-05T04:39:24.206237,17124,0.1,18002,299,299,0.731,10.000
2026-04-05T04:39:24.208240,17124,0.3,16690,293,286,3.141,10.000
2026-04-05T04:39:24.214238,17124,3.0,22284,307,309,5.747,3.333
2026-04-05T04:39:24.214238,17124,10.0,86010,276,301,0.372,1.000
2026-04-05T04:39:24.214238,17124,30.0,20088,308,289,0.936,0.333
2026-04-05T04:39:24.214238,17124,100.0,16622,314,281,1.933,0.100
2026-04-05T04:39:54.217240,17650,1.0,102703,309,335,3.940,10.000
2026-04-05T04:39:54.217240,17650,0.1,18002,306,308,6.120,10.000
2026-04-05T04:39:54.218246,17650,0.3,16690,302,299,2.247,10.000
2026-04-05T04:39:54.218246,17650,3.0,22284,312,319,5.449,3.333
2026-04-05T04:39:54.218246,17650,10.0,86010,283,310,1.539,1.000
2026-04-05T04:39:54.218246,17650,30.0,20088,319,299,3.420,0.333
2026-04-05T04:39:54.218246,17650,100.0,16622,320,297,4.563,0.100
2026-04-05T04:40:24.226248,18170,1.0,102703,315,346,0.046,10.000
2026-04-05T04:40:24.226248,18170,0.1,18002,312,320,2.226,10.000
2026-04-05T04:40:24.226248,18170,0.3,16690,309,308,4.637,10.000
2026-04-05T04:40:24.226248,18170,3.0,22284,322,334,4.151,3.333
2026-04-05T04:40:24.226248,18170,10.0,86010,292,320,2.407,1.000
2026-04-05T04:40:24.226248,18170,30.0,20088,327,307,5.803,0.333
2026-04-05T04:40:24.226248,18170,100.0,16622,327,313,0.880,0.100
2026-04-05T04:40:54.266246,18700,1.0,102703,323,354,1.152,10.000
2026-04-05T04:40:54.266246,18700,0.1,18002,321,331,3.333,10.000
2026-04-05T04:40:54.266246,18700,0.3,16690,319,312,5.743,10.000
2026-04-05T04:40:54.266246,18700,3.0,22284,334,339,4.520,3.333
2026-04-05T04:40:54.266246,18700,10.0,86010,296,327,3.774,1.000
2026-04-05T04:40:54.266246,18700,30.0,20088,338,315,2.070,0.333
2026-04-05T04:40:54.266246,18700,100.0,16622,337,320,3.530,0.100
2026-04-05T04:41:24.327249,19215,1.0,102703,333,362,1.041,10.000
2026-04-05T04:41:24.327249,19215,0.1,18002,326,344,3.222,10.000
2026-04-05T04:41:24.328249,19215,0.3,16690,329,325,5.632,10.000
2026-04-05T04:41:24.330249,19215,3.0,22284,343,346,2.388,3.333
2026-04-05T04:41:24.331249,19215,10.0,86010,305,339,4.391,1.000
2026-04-05T04:41:24.331249,19215,30.0,20088,341,323,4.371,0.333
2026-04-05T04:41:24.331249,19215,100.0,16622,349,332,6.105,0.100
2026-04-05T04:41:54.332255,19742,1.0,102703,339,370,0.648,10.000
2026-04-05T04:41:54.332255,19742,0.1,18002,332,352,2.828,10.000
2026-04-05T04:41:54.332255,19742,0.3,16690,338,339,5.238,10.000
2026-04-05T04:41:54.332255,19742,3.0,22284,353,355,2.257,3.333
2026-04-05T04:41:54.332255,19742,10.0,86010,320,346,5.608,1.000
2026-04-05T04:41:54.332255,19742,30.0,20088,355,333,0.588,0.333
2026-04-05T04:41:54.332255,19742,100.0,16622,356,340,2.456,0.100
2026-04-05T04:42:24.382284,20248,1.0,102703,348,379,2.320,10.000
2026-04-05T04:42:24.382284,20248,0.1,18002,344,358,4.501,10.000
2026-04-05T04:42:24.382284,20248,0.3,16690,347,349,0.628,10.000
2026-04-05T04:42:24.382284,20248,3.0,22284,361,365,4.909,3.333
2026-04-05T04:42:24.382284,20248,10.0,86010,330,355,5.776,1.000
2026-04-05T04:42:24.382284,20248,30.0,20088,363,347,2.738,0.333
2026-04-05T04:42:24.382284,20248,100.0,16622,363,351,4.986,0.100
2026-04-05T04:42:54.405268,20781,1.0,102703,354,383,4.926,10.000
2026-04-05T04:42:54.405268,20781,0.1,18002,356,363,0.824,10.000
2026-04-05T04:42:54.405268,20781,0.3,16690,356,355,3.234,10.000
2026-04-05T04:42:54.405268,20781,3.0,22284,364,375,5.778,3.333
2026-04-05T04:42:54.405268,20781,10.0,86010,338,365,1.010,1.000
2026-04-05T04:42:54.405268,20781,30.0,20088,374,355,5.338,0.333
2026-04-05T04:42:54.405268,20781,100.0,16622,374,360,1.368,0.100
2026-04-05T04:43:24.454261,21303,1.0,102703,362,390,2.033,10.000
2026-04-05T04:43:24.454261,21303,0.1,18002,364,370,4.213,10.000
2026-04-05T04:43:24.454261,21303,0.3,16690,360,368,0.340,10.000
2026-04-05T04:43:24.454261,21303,3.0,22284,374,388,4.813,3.333
2026-04-05T04:43:24.454261,21303,10.0,86010,346,371,1.977,1.000
2026-04-05T04:43:24.454261,21303,30.0,20088,386,363,1.471,0.333
2026-04-05T04:43:24.454261,21303,100.0,16622,384,379,3.978,0.100
2026-04-05T04:43:54.464270,21884,1.0,102703,373,402,3.506,10.000
2026-04-05T04:43:54.464270,21884,0.1,18002,370,375,5.687,10.000
2026-04-05T04:43:54.464270,21884,0.3,16690,375,381,1.814,10.000
2026-04-05T04:43:54.464270,21884,3.0,22284,384,402,1.115,3.333
2026-04-05T04:43:54.464270,21884,10.0,86010,357,379,5.894,1.000
2026-04-05T04:43:54.464270,21884,30.0,20088,393,375,4.872,0.333
2026-04-05T04:43:54.464270,21884,100.0,16622,393,395,0.600,0.100
2026-04-05T04:44:24.499276,22468,1.0,102703,382,413,0.196,10.000
2026-04-05T04:44:24.499276,22468,0.1,18002,378,382,2.377,10.000
2026-04-05T04:44:24.499276,22468,0.3,16690,386,394,4.787,10.000
2026-04-05T04:44:24.499276,22468,3.0,22284,393,410,4.201,3.333
2026-04-05T04:44:24.499276,22468,10.0,86010,373,391,3.678,1.000
2026-04-05T04:44:24.499276,22468,30.0,20088,406,389,2.039,0.333
2026-04-05T04:44:24.499276,22468,100.0,16622,401,410,3.520,0.100
2026-04-05T04:44:54.531299,23028,1.0,102703,392,415,3.736,10.000
2026-04-05T04:44:54.531299,23028,0.1,18002,385,393,5.917,10.000
2026-04-05T04:44:54.531299,23028,0.3,16690,394,406,2.044,10.000
2026-04-05T04:44:54.531299,23028,3.0,22284,407,421,3.287,3.333
2026-04-05T04:44:54.531299,23028,10.0,86010,380,401,0.262,1.000
2026-04-05T04:44:54.531299,23028,30.0,20088,418,396,5.089,0.333
2026-04-05T04:44:54.531299,23028,100.0,16622,411,415,0.037,0.100
2026-04-05T04:45:24.558279,23601,1.0,102703,407,428,1.210,10.000
2026-04-05T04:45:24.558279,23601,0.1,18002,390,406,3.390,10.000
2026-04-05T04:45:24.558279,23601,0.3,16690,407,413,5.801,10.000
2026-04-05T04:45:24.558279,23601,3.0,22284,414,428,4.539,3.333
2026-04-05T04:45:24.558279,23601,10.0,86010,388,416,3.780,1.000
2026-04-05T04:45:24.558279,23601,30.0,20088,430,408,2.072,0.333
2026-04-05T04:45:24.558279,23601,100.0,16622,423,420,2.902,0.100
2026-04-05T04:45:54.606305,24182,1.0,102703,413,437,2.683,10.000
2026-04-05T04:45:54.606305,24182,0.1,18002,400,419,4.864,10.000
2026-04-05T04:45:54.606305,24182,0.3,16690,418,419,0.991,10.000
2026-04-05T04:45:54.606305,24182,3.0,22284,424,431,0.841,3.333
2026-04-05T04:45:54.606305,24182,10.0,86010,398,429,1.414,1.000
2026-04-05T04:45:54.606305,24182,30.0,20088,440,417,5.472,0.333
2026-04-05T04:45:54.606305,24182,100.0,16622,432,426,5.807,0.100
2026-04-05T04:46:24.609308,24764,1.0,102703,425,447,4.657,10.000
2026-04-05T04:46:24.609308,24764,0.1,18002,407,427,0.554,10.000
2026-04-05T04:46:24.609308,24764,0.3,16690,426,428,2.964,10.000
2026-04-05T04:46:24.609308,24764,3.0,22284,434,437,3.593,3.333
2026-04-05T04:46:24.609308,24764,10.0,86010,414,434,5.381,1.000
2026-04-05T04:46:24.609308,24764,30.0,20088,446,427,2.606,0.333
2026-04-05T04:46:24.609308,24764,100.0,16622,445,436,2.434,0.100
2026-04-05T04:46:54.627291,25332,1.0,102703,434,456,5.913,10.000
2026-04-05T04:46:54.627291,25332,0.1,18002,419,440,1.811,10.000
2026-04-05T04:46:54.627291,25332,0.3,16690,434,439,4.221,10.000
2026-04-05T04:46:54.627291,25332,3.0,22284,445,450,4.012,3.333
2026-04-05T04:46:54.627291,25332,10.0,86010,429,440,2.365,1.000
2026-04-05T04:46:54.627291,25332,30.0,20088,459,436,5.790,0.333
2026-04-05T04:46:54.627291,25332,100.0,16622,458,441,5.274,0.100
2026-04-05T04:47:24.676314,25916,1.0,102703,443,468,2.604,10.000
2026-04-05T04:47:24.676314,25916,0.1,18002,429,449,4.784,10.000
2026-04-05T04:47:24.676314,25916,0.3,16690,446,449,0.911,10.000
2026-04-05T04:47:24.676314,25916,3.0,22284,461,457,0.815,3.333
2026-04-05T04:47:24.676314,25916,10.0,86010,443,446,0.149,1.000
2026-04-05T04:47:24.676314,25916,30.0,20088,472,444,2.957,0.333
2026-04-05T04:47:24.676314,25916,100.0,16622,468,453,1.910,0.100
2026-04-05T04:47:54.723297,26498,1.0,102703,456,483,4.577,10.000
2026-04-05T04:47:54.723297,26498,0.1,18002,445,455,0.474,10.000
2026-04-05T04:47:54.723297,26498,0.3,16690,456,461,2.885,10.000
2026-04-05T04:47:54.723297,26498,3.0,22284,470,470,3.567,3.333
2026-04-05T04:47:54.723297,26498,10.0,86010,455,458,4.116,1.000
2026-04-05T04:47:54.723297,26498,30.0,20088,483,455,0.090,0.333
2026-04-05T04:47:54.723297,26498,100.0,16622,479,469,4.820,0.100
2026-04-05T04:48:24.745301,27065,1.0,102703,469,498,5.334,10.000
2026-04-05T04:48:24.745301,27065,0.1,18002,459,470,1.231,10.000
2026-04-05T04:48:24.745301,27065,0.3,16690,465,469,3.641,10.000
2026-04-05T04:48:24.745301,27065,3.0,22284,477,479,3.819,3.333
2026-04-05T04:48:24.745301,27065,10.0,86010,465,466,1.050,1.000
2026-04-05T04:48:24.745301,27065,30.0,20088,492,462,3.257,0.333
2026-04-05T04:48:24.745301,27065,100.0,16622,488,479,1.372,0.100
2026-04-05T04:48:54.756304,27632,1.0,102703,477,502,6.090,10.000
2026-04-05T04:48:54.756304,27632,0.1,18002,478,482,1.988,10.000
2026-04-05T04:48:54.756304,27632,0.3,16690,468,480,4.398,10.000
2026-04-05T04:48:54.756304,27632,3.0,22284,488,484,4.071,3.333
2026-04-05T04:48:54.756304,27632,10.0,86010,476,470,4.268,1.000
2026-04-05T04:48:54.756304,27632,30.0,20088,498,473,0.141,0.333
2026-04-05T04:48:54.756304,27632,100.0,16622,503,490,4.207,0.100
2026-04-05T04:49:24.799306,28217,1.0,102703,488,506,3.281,10.000
2026-04-05T04:49:24.799306,28217,0.1,18002,484,493,5.461,10.000
